customer_id,age,annual_income,employment_length,state,credit_score
CUST046069,57,37647.0,10+ years,GA,749
CUST046070,47,47556.0,,AZ,654
CUST046071,21,12000.0,< 1 year,IN,661
CUST046072,43,21926.0,10+ years,GA,597
CUST046073,28,57703.0,3 years,NJ,705
CUST046074,21,14266.0,1 years,IL,670
CUST046075,57,75178.0,10+ years,IL,610
CUST046076,38,87608.0,10+ years,AZ,636
CUST046077,40,46118.0,9 years,IL,709
CUST046078,22,12000.0,< 1 year,IL,648
CUST046079,24,56601.0,2 years,IN,668
CUST046080,21,"$22,799",< 1 year,MD,526
CUST046081,55,78531.0,10+ years,NJ,624
CUST046082,21,12000.0,< 1 year,NJ,690
CUST046083,57,72653.0,10+ years,MO,768
CUST046084,26,30077.0,< 1 year,TX,729
CUST046085,23,21893.0,2 years,CA,685
CUST046086,37,58724.0,9 years,,610
CUST046087,29,24495.0,4 years,NY,618
CUST046088,39,"$42,423",3 years,IN,743
CUST046089,27,33764.0,,VA,769
CUST046090,34,"$53,605",2 years,MO,694
CUST046091,28,29682.0,< 1 year,WA,611
CUST046092,48,55039.0,10+ years,TX,595
CUST046093,44,50116.0,10+ years,TN,799
CUST046094,40,45230.0,10+ years,PA,567
CUST046095,50,40034.0,6 years,MI,600
CUST046096,41,"$60,373",,MO,647
CUST046097,40,60191.0,,MD,623
CUST046098,36,18620.0,10+ years,fl,689
CUST046099,29,"$27,818",3 years,MI,737
CUST046100,29,54442.0,2 years,IN,824
CUST046101,39,48191.0,10+ years,MO,662
CUST046102,50,54986.0,10+ years,FL,735
CUST046103,44,35880.0,10+ years,VA,688
CUST046104,44,71478.0,10+ years,MA,635
CUST046105,24,18081.0,< 1 year,MI,776
CUST046106,44,"$62,903",10+ years,il,681
CUST046107,33,68218.0,6 years,VA,614
CUST046108,40,49649.0,8 years,MD,645
CUST046109,44,73935.0,10+ years,wa,609
CUST046110,24,35606.0,< 1 year,wa,636
CUST046111,39,61754.0,,nc,698
CUST046112,40,44038.0,9 years,GA,600
CUST046113,49,45402.0,10+ years,MO,681
CUST046114,31,30069.0,4 years,IN,768
CUST046115,37,"$38,878",10+ years,TN,622
CUST046116,40,51840.0,9 years,OH,668
CUST046117,31,47697.0,6 years,WI,763
CUST046118,31,,8 years,WA,752
CUST046119,31,39416.0,2 years,WI,685
CUST046120,36,"$47,733",10+ years,FL,665
CUST046121,58,70186.0,10+ years,GA,731
CUST046122,36,27348.0,7 years,OH,688
CUST046123,43,57590.0,10+ years,GA,655
CUST046124,38,51010.0,9 years,WA,684
CUST046125,34,53006.0,7 years,NC,730
CUST046126,37,40893.0,5 years,oh,622
CUST046127,47,60726.0,7 years,NC,771
CUST046128,37,52638.0,6 years,OH,783
CUST046129,36,"$43,712",3 years,NC,659
CUST046130,35,21752.0,8 years,OH,706
CUST046131,26,12000.0,1 years,mi,578
CUST046132,50,47622.0,10+ years,MO,743
CUST046133,32,12619.0,9 years,NC,709
CUST046134,55,69585.0,10+ years,md,738
CUST046135,40,"$32,487",10+ years,IN,621
CUST046136,54,"$54,767",10+ years,TN,-1
CUST046137,35,68369.0,4 years,TX,663
CUST046138,29,28684.0,5 years,pa,751
CUST046139,50,77604.0,10+ years,MD,658
CUST046140,31,37590.0,10+ years,VA,699
CUST046141,53,,10+ years,MO,704
CUST046142,44,"$51,980",8 years,MO,689
CUST046143,55,31025.0,10+ years,NY,623
CUST046144,26,34301.0,4 years,NJ,653
CUST046145,49,44576.0,7 years,OH,648
CUST046146,29,34311.0,2 years,Texas,673
CUST046147,21,15164.0,,FL,652
CUST046148,48,75163.0,9 years,AZ,719
CUST046149,37,44845.0,3 years,AZ,674
CUST046150,49,53894.0,10+ years,MA,821
CUST046151,39,"$39,198",7 years,OH,658
CUST046152,38,48584.0,10+ years,PA,756
CUST046153,55,"$60,150",10+ years,tn,616
CUST046154,39,12000.0,4 years,TX,636
CUST046155,32,30036.0,2 years,NC,665
CUST046156,36,43048.0,10+ years,WI,660
CUST046157,39,35279.0,5 years,IN,537
CUST046158,21,"$28,703",2 years,CA,697
CUST046159,43,53012.0,10+ years,IN,770
CUST046160,54,31689.0,10+ years,MD,531
CUST046161,37,33548.0,10+ years,TN,707
CUST046162,32,58041.0,1 years,CA,711
CUST046163,42,58225.0,6 years,IL,712
CUST046164,58,78840.0,10+ years,MO,761
CUST046165,43,66014.0,4 years,md,743
CUST046166,40,44124.0,10+ years,TX,701
CUST046167,33,30961.0,3 years,NC,723
CUST046168,25,42474.0,,IN,657
CUST046169,38,62114.0,10+ years,NY,736
CUST046170,38,63917.0,5 years,TN,532
CUST046171,21,15419.0,< 1 year,wi,608
CUST046172,29,44455.0,9 years,Pennsylvania,709
CUST046173,51,59276.0,10+ years,IL,722
CUST046174,34,51201.0,4 years,CA,844
CUST046175,21,"$23,625",1 years,WI,646
CUST046176,57,67807.0,10+ years,IN,539
CUST046177,27,44179.0,1 years,IL,729
CUST046178,32,33265.0,4 years,GA,687
CUST046179,50,54204.0,8 years,TX,769
CUST046180,29,50526.0,5 years,MI,684
CUST046181,21,31167.0,< 1 year,WI,697
CUST046182,40,33013.0,10+ years,IL,574
CUST046183,47,73627.0,10+ years,GA,692
CUST046184,32,60068.0,< 1 year,WA,650
CUST046185,36,47459.0,7 years,FL,655
CUST046186,23,22597.0,1 years,TN,703
CUST046187,26,55192.0,1 years,ga,701
CUST046188,34,63797.0,4 years,FL,671
CUST046189,45,40522.0,10+ years,MI,707
CUST046190,39,42640.0,10+ years,MD,650
CUST046191,50,58991.0,10+ years,NC,661
CUST046192,57,92807.0,10+ years,CA,676
CUST046193,48,70777.0,10+ years,MI,757
CUST046194,21,"$20,168",3 years,AZ,680
CUST046195,34,40530.0,7 years,MA,688
CUST046196,48,55768.0,10+ years,MD,678
CUST046197,36,31565.0,7 years,fl,632
CUST046198,21,32793.0,< 1 year,MI,604
CUST046199,31,43800.0,3 years,IL,663
CUST046200,21,"$33,881",< 1 year,MI,659
CUST046201,34,43946.0,,NY,674
CUST046202,29,18313.0,4 years,GA,745
CUST046203,33,29878.0,6 years,CA,665
CUST046204,52,63152.0,10+ years,MO,696
CUST046205,22,39695.0,< 1 year,MD,698
CUST046206,29,38822.0,1 years,MA,539
CUST046207,24,12000.0,< 1 year,OH,648
CUST046208,50,29463.0,9 years,PA,695
CUST046209,51,60434.0,10+ years,VA,692
CUST046210,42,56345.0,8 years,IN,796
CUST046211,41,60879.0,10+ years,NY,687
CUST046212,23,53692.0,< 1 year,WI,711
CUST046213,40,64656.0,10+ years,PA,724
CUST046214,24,37849.0,1 years,NC,625
CUST046215,38,37331.0,6 years,MD,751
CUST046216,33,61052.0,5 years,WA,637
CUST046217,30,19555.0,2 years,PA,621
CUST046218,38,61825.0,10+ years,pa,771
CUST046219,46,83270.0,10+ years,GA,679
CUST046220,59,91598.0,10+ years,MI,780
CUST046221,44,46763.0,10+ years,FL,726
CUST046222,65,"$53,132",10+ years,GA,759
CUST046223,40,36569.0,10+ years,GA,571
CUST046224,59,71289.0,10+ years,VA,689
CUST046225,43,,8 years,VA,730
CUST046226,40,51416.0,6 years,TN,683
CUST046227,35,14607.0,6 years,MI,693
CUST046228,41,60906.0,9 years,WI,604
CUST046229,43,42057.0,10+ years,IN,654
CUST046230,21,24988.0,< 1 year,OH,616
CUST046231,46,47834.0,9 years,IL,715
CUST046232,21,36239.0,< 1 year,AZ,763
CUST046233,46,46505.0,10+ years,WI,617
CUST046234,45,28091.0,10+ years,MO,635
CUST046235,55,74203.0,10+ years,PA,647
CUST046236,27,12000.0,5 years,NJ,616
CUST046237,26,28382.0,4 years,OH,690
CUST046238,51,77346.0,10+ years,IN,654
CUST046239,25,38427.0,1 years,GA,783
CUST046240,23,27823.0,< 1 year,NC,686
CUST046241,40,48828.0,10+ years,IN,671
CUST046242,37,28449.0,10+ years,IN,669
CUST046243,39,52741.0,,MA,719
CUST046244,44,59999.0,7 years,PA,761
CUST046245,44,55773.0,10+ years,CA,787
CUST046246,37,44349.0,6 years,CA,679
CUST046247,38,43259.0,4 years,GA,652
CUST046248,37,56060.0,10+ years,VA,667
CUST046249,38,36195.0,10+ years,WI,698
CUST046250,21,12000.0,< 1 year,MD,725
CUST046251,47,69772.0,10+ years,MO,696
CUST046252,50,40000.0,10+ years,va,713
CUST046253,45,42677.0,4 years,TX,792
CUST046254,44,58967.0,5 years,VA,763
CUST046255,26,,3 years,MA,633
CUST046256,21,22563.0,< 1 year,MA,780
CUST046257,47,77314.0,10+ years,WI,764
CUST046258,38,60029.0,6 years,MO,640
CUST046259,40,46205.0,3 years,NC,688
CUST046260,40,39375.0,7 years,GA,668
CUST046261,41,52989.0,10+ years,PA,663
CUST046262,45,56630.0,10+ years,mi,757
CUST046263,36,60814.0,7 years,FL,588
CUST046264,21,22032.0,< 1 year,OH,755
CUST046265,46,70388.0,7 years,GA,703
CUST046266,44,32616.0,,OH,699
CUST046267,22,31477.0,< 1 year,TX,712
CUST046268,24,17970.0,< 1 year,California,701
CUST046269,48,57492.0,10+ years,FL,668
CUST046270,51,57707.0,10+ years,VA,730
CUST046271,21,12000.0,< 1 year,IN,717
CUST046272,43,40374.0,7 years,NC,678
CUST046273,35,"$34,854",7 years,GA,693
CUST046274,38,,7 years,NY,648
CUST046275,39,38596.0,6 years,WI,752
CUST046276,28,12000.0,2 years,VA,626
CUST046277,45,42691.0,10+ years,PA,679
CUST046278,29,12000.0,6 years,TX,720
CUST046279,46,39337.0,8 years,MI,643
CUST046280,49,22037.0,8 years,MA,614
CUST046281,27,22878.0,1 years,IN,693
CUST046282,27,37798.0,2 years,va,600
CUST046283,39,40405.0,6 years,MO,656
CUST046284,56,61602.0,10+ years,FL,727
CUST046285,30,74092.0,7 years,IN,637
CUST046286,33,30363.0,10+ years,TN,773
CUST046287,41,"$52,277",10+ years,IN,796
CUST046288,45,55386.0,10+ years,TX,564
CUST046289,44,56410.0,10+ years,NY,661
CUST046290,38,"$36,274",10+ years,WI,568
CUST046291,34,52096.0,6 years,,729
CUST046292,41,66816.0,9 years,MA,690
CUST046293,21,25996.0,< 1 year,MO,713
CUST046294,60,89286.0,10+ years,CA,738
CUST046295,35,49902.0,7 years,IN,626
CUST046296,40,50313.0,10+ years,WI,675
CUST046297,63,59867.0,10+ years,IL,626
CUST046298,29,"$32,751",3 years,OH,547
CUST046299,65,92730.0,10+ years,OH,-1
CUST046300,46,49191.0,10+ years,VA,729
CUST046301,43,52580.0,10+ years,NJ,696
CUST046302,45,37664.0,10+ years,ga,518
CUST046303,27,37773.0,2 years,NJ,0
CUST046304,21,31955.0,< 1 year,WA,0
CUST046305,23,62557.0,1 years,IN,680
CUST046306,51,64494.0,10+ years,MA,9999
CUST046307,26,35529.0,,IL,648
CUST046308,21,22697.0,,IN,747
CUST046309,37,42904.0,10+ years,MD,681
CUST046310,44,"$48,079",10+ years,TX,728
CUST046311,38,65792.0,10+ years,ma,721
CUST046312,45,46065.0,10+ years,FL,697
CUST046313,51,78231.0,10+ years,VA,701
CUST046314,44,51296.0,9 years,MD,613
CUST046315,36,"$30,447",9 years,MA,668
CUST046316,31,28599.0,6 years,TX,701
CUST046317,47,45837.0,10+ years,PA,760
CUST046318,41,40984.0,5 years,IN,709
CUST046319,27,14087.0,3 years,MD,709
CUST046320,53,52197.0,10+ years,MI,679
CUST046321,41,12000.0,10+ years,GA,787
CUST046322,45,55387.0,10+ years,VA,697
CUST046323,33,"$31,000",7 years,NY,642
CUST046324,51,57681.0,10+ years,CA,699
CUST046325,21,12646.0,< 1 year,TX,717
CUST046326,58,89782.0,10+ years,PA,657
CUST046327,21,12000.0,< 1 year,GA,751
CUST046328,21,39027.0,< 1 year,NC,652
CUST046329,41,25429.0,8 years,MI,795
CUST046330,31,"$25,854",2 years,MD,656
CUST046331,34,46078.0,5 years,MD,580
CUST046332,31,66249.0,2 years,IN,602
CUST046333,28,"$45,084",,CA,664
CUST046334,41,12000.0,7 years,WI,635
CUST046335,37,49416.0,10+ years,NC,771
CUST046336,48,45277.0,,ma,733
CUST046337,38,81369.0,10+ years,PA,789
CUST046338,32,42858.0,3 years,VA,744
CUST046339,47,70495.0,10+ years,PA,727
CUST046340,21,12000.0,< 1 year,GA,731
CUST046341,21,12000.0,< 1 year,FL,639
CUST046342,21,"$24,256",< 1 year,WA,711
CUST046343,33,28128.0,6 years,NC,610
CUST046344,42,55134.0,10+ years,MI,704
CUST046345,21,18288.0,< 1 year,OH,850
CUST046346,37,43793.0,3 years,oh,637
CUST046347,33,53924.0,3 years,NC,700
CUST046348,39,47071.0,3 years,MD,704
CUST046349,21,20982.0,< 1 year,FL,664
CUST046350,69,71964.0,10+ years,IL,545
CUST046351,38,37506.0,7 years,MD,666
CUST046352,23,38006.0,< 1 year,Ohio,687
CUST046353,39,44525.0,10+ years,OH,690
CUST046354,55,51424.0,10+ years,MA,754
CUST046355,22,20221.0,< 1 year,IL,662
CUST046356,21,37450.0,1 years,WI,787
CUST046357,36,38203.0,1 years,OH,639
CUST046358,37,12000.0,5 years,MI,754
CUST046359,46,68575.0,10+ years,MO,682
CUST046360,55,62121.0,10+ years,WI,703
CUST046361,47,68114.0,10+ years,GA,742
CUST046362,21,18869.0,< 1 year,CA,572
CUST046363,25,36989.0,< 1 year,MA,631
CUST046364,28,41984.0,1 years,OH,672
CUST046365,47,"$45,136",10+ years,NY,520
CUST046366,45,33817.0,,MO,661
CUST046367,53,46225.0,10+ years,AZ,676
CUST046368,44,55650.0,9 years,,615
CUST046369,30,"$33,519",7 years,FL,616
CUST046370,35,41503.0,8 years,NJ,684
CUST046371,21,31405.0,1 years,NY,673
CUST046372,45,48939.0,7 years,MI,624
CUST046373,30,29000.0,9 years,TN,771
CUST046374,52,49832.0,10+ years,,718
CUST046375,45,59411.0,10+ years,fl,674
CUST046376,61,98494.0,10+ years,wa,658
CUST046377,43,43861.0,10+ years,NJ,651
CUST046378,42,56903.0,7 years,mi,685
CUST046379,35,61602.0,8 years,AZ,765
CUST046380,33,29258.0,6 years,NC,605
CUST046381,34,,,CA,775
CUST046382,49,44630.0,10+ years,MI,712
CUST046383,21,33318.0,< 1 year,PA,649
CUST046384,38,"$28,738",10+ years,MA,744
CUST046385,21,32884.0,< 1 year,GA,535
CUST046386,42,40357.0,9 years,AZ,631
CUST046387,32,12000.0,1 years,WI,688
CUST046388,44,73523.0,10+ years,IN,706
CUST046389,29,37703.0,6 years,WA,697
CUST046390,34,32525.0,6 years,TN,742
CUST046391,45,50291.0,10+ years,GA,774
CUST046392,39,43725.0,10+ years,MD,779
CUST046393,56,61644.0,,GA,707
CUST046394,32,32358.0,10+ years,AZ,646
CUST046395,31,34911.0,< 1 year,MA,689
CUST046396,52,92030.0,10+ years,MD,776
CUST046397,33,12000.0,4 years,IL,658
CUST046398,33,12000.0,1 years,MA,715
CUST046399,42,56933.0,9 years,VA,593
CUST046400,36,12000.0,10+ years,,619
CUST046401,34,33095.0,5 years,IN,646
CUST046402,29,22830.0,1 years,VA,685
CUST046403,54,64017.0,10+ years,FL,719
CUST046404,36,33604.0,8 years,MI,674
CUST046405,31,34777.0,8 years,IN,643
CUST046406,34,28905.0,10+ years,IN,611
CUST046407,42,,7 years,NY,562
CUST046408,55,61809.0,10+ years,tx,675
CUST046409,35,49464.0,6 years,OH,669
CUST046410,27,"$41,651",1 years,CA,649
CUST046411,61,75705.0,10+ years,MD,617
CUST046412,39,65728.0,10+ years,NJ,729
CUST046413,36,"$44,286",9 years,NJ,597
CUST046414,38,57740.0,4 years,VA,598
CUST046415,23,23440.0,< 1 year,TX,697
CUST046416,37,51057.0,9 years,NJ,645
CUST046417,47,85589.0,10+ years,NY,651
CUST046418,52,64867.0,10+ years,fl,739
CUST046419,33,"$57,359",8 years,AZ,692
CUST046420,40,47951.0,8 years,GA,648
CUST046421,52,43388.0,10+ years,NY,726
CUST046422,38,47772.0,10+ years,TN,640
CUST046423,46,63015.0,10+ years,CA,640
CUST046424,43,64139.0,10+ years,GA,689
CUST046425,30,25580.0,7 years,WI,734
CUST046426,27,"$88,693",4 years,New York,748
CUST046427,50,75996.0,9 years,IN,687
CUST046428,21,43849.0,< 1 year,IN,667
CUST046429,29,47794.0,5 years,OH,638
CUST046430,21,12391.0,< 1 year,MI,667
CUST046431,50,53522.0,10+ years,FL,568
CUST046432,54,"$73,041",10+ years,MI,734
CUST046433,29,12000.0,6 years,MO,700
CUST046434,71,77881.0,,WI,608
CUST046435,54,57036.0,10+ years,TN,663
CUST046436,40,56893.0,10+ years,NJ,651
CUST046437,55,50900.0,10+ years,VA,654
CUST046438,30,65959.0,4 years,WI,611
CUST046439,34,"$88,980",8 years,MD,694
CUST046440,43,,8 years,AZ,627
CUST046441,29,53260.0,< 1 year,NC,661
CUST046442,22,33645.0,< 1 year,NJ,679
CUST046443,26,22893.0,3 years,NC,649
CUST046444,35,27735.0,7 years,il,782
CUST046445,43,"$56,542",10+ years,Pennsylvania,661
CUST046446,33,29279.0,5 years,MA,723
CUST046447,21,40201.0,< 1 year,MO,-1
CUST046448,43,41753.0,10+ years,MD,839
CUST046449,53,66708.0,10+ years,MD,681
CUST046450,30,22940.0,6 years,WA,646
CUST046451,57,54318.0,10+ years,fl,734
CUST046452,48,"$79,063",10+ years,TN,610
CUST046453,25,22880.0,2 years,NC,602
CUST046454,30,"$29,712",< 1 year,CA,599
CUST046455,34,30902.0,4 years,IL,802
CUST046456,35,34263.0,4 years,CA,651
CUST046457,21,23393.0,< 1 year,MI,577
CUST046458,28,12000.0,6 years,IL,683
CUST046459,31,"$49,197",7 years,WA,674
CUST046460,60,77717.0,10+ years,MA,717
CUST046461,40,60956.0,4 years,WA,717
CUST046462,28,52826.0,3 years,GA,654
CUST046463,32,40389.0,4 years,WA,649
CUST046464,43,52957.0,10+ years,Texas,738
CUST046465,33,48353.0,10+ years,WI,692
CUST046466,30,"$16,056",< 1 year,PA,800
CUST046467,31,"$31,627",2 years,NC,678
CUST046468,43,66084.0,10+ years,NY,785
CUST046469,21,37956.0,< 1 year,,614
CUST046470,24,"$61,586",1 years,FL,705
CUST046471,26,29855.0,2 years,TX,629
CUST046472,24,46850.0,2 years,NY,651
CUST046473,28,32515.0,2 years,IN,728
CUST046474,48,40893.0,10+ years,MI,581
CUST046475,50,62451.0,,GA,620
CUST046476,41,45711.0,10+ years,IL,731
CUST046477,40,"$41,483",8 years,MO,718
CUST046478,29,18485.0,6 years,WA,743
CUST046479,21,21120.0,< 1 year,az,716
CUST046480,39,34009.0,10+ years,MA,689
CUST046481,41,78766.0,9 years,OH,651
CUST046482,29,48206.0,5 years,NC,703
CUST046483,25,12273.0,1 years,OH,786
CUST046484,22,"$17,247",< 1 year,IL,697
CUST046485,40,41875.0,10+ years,GA,767
CUST046486,38,42275.0,9 years,MD,689
CUST046487,52,49635.0,10+ years,NJ,770
CUST046488,28,"$31,740",3 years,NC,722
CUST046489,34,55826.0,10+ years,ca,696
CUST046490,38,39866.0,9 years,TX,625
CUST046491,31,19121.0,3 years,MO,786
CUST046492,48,,10+ years,AZ,850
CUST046493,52,32804.0,10+ years,FL,646
CUST046494,24,32869.0,1 years,IL,725
CUST046495,32,40098.0,4 years,GA,723
CUST046496,53,60368.0,10+ years,CA,698
CUST046497,41,40270.0,9 years,FL,726
CUST046498,39,40229.0,7 years,TX,672
CUST046499,42,"$54,088",10+ years,md,743
CUST046500,45,44901.0,10+ years,MO,805
CUST046501,42,50934.0,10+ years,WA,696
CUST046502,40,44008.0,5 years,WA,507
CUST046503,38,46877.0,10+ years,MO,673
CUST046504,54,31874.0,10+ years,MD,626
CUST046505,34,52746.0,4 years,AZ,697
CUST046506,38,49571.0,10+ years,VA,684
CUST046507,56,59882.0,7 years,MO,679
CUST046508,41,,10+ years,OH,692
CUST046509,37,52107.0,10+ years,IN,811
CUST046510,45,51864.0,10+ years,CA,733
CUST046511,40,56879.0,10+ years,TX,633
CUST046512,29,36298.0,5 years,PA,645
CUST046513,40,61757.0,6 years,VA,653
CUST046514,28,18914.0,2 years,FL,701
CUST046515,59,72499.0,10+ years,IL,669
CUST046516,40,21086.0,10+ years,PA,641
CUST046517,26,16524.0,2 years,IL,613
CUST046518,33,19089.0,6 years,GA,701
CUST046519,47,53823.0,10+ years,GA,638
CUST046520,24,"$23,548",2 years,WA,781
CUST046521,70,74635.0,10+ years,NC,743
CUST046522,21,12000.0,,WI,672
CUST046523,49,33580.0,10+ years,FL,724
CUST046524,32,"$21,140",10+ years,TN,658
CUST046525,28,46468.0,4 years,WI,778
CUST046526,44,53030.0,8 years,IL,794
CUST046527,32,24285.0,5 years,PA,581
CUST046528,57,66737.0,10+ years,MA,597
CUST046529,21,28876.0,< 1 year,MI,606
CUST046530,44,54146.0,6 years,IN,729
CUST046531,34,32460.0,4 years,GA,633
CUST046532,41,40911.0,10+ years,MD,600
CUST046533,44,45552.0,10+ years,MO,703
CUST046534,21,43130.0,1 years,VA,610
CUST046535,40,56687.0,10+ years,AZ,615
CUST046536,51,80345.0,8 years,CA,737
CUST046537,43,53149.0,8 years,IN,681
CUST046538,33,24587.0,5 years,WI,727
CUST046539,21,44422.0,< 1 year,NY,545
CUST046540,44,47653.0,10+ years,TX,740
CUST046541,60,55090.0,10+ years,MI,693
CUST046542,45,"$39,300",,NY,697
CUST046543,51,71343.0,10+ years,WI,566
CUST046544,49,60666.0,10+ years,MI,596
CUST046545,33,28498.0,6 years,WI,734
CUST046546,39,35584.0,8 years,TX,693
CUST046547,48,97916.0,7 years,MA,680
CUST046548,21,31724.0,2 years,AZ,575
CUST046549,45,51063.0,7 years,GA,584
CUST046550,53,70158.0,10+ years,NY,648
CUST046551,37,15646.0,8 years,IN,774
CUST046552,47,"$41,770",9 years,MD,665
CUST046553,31,24803.0,8 years,WA,675
CUST046554,38,65165.0,10+ years,PA,615
CUST046555,34,12000.0,5 years,PA,694
CUST046556,43,37207.0,10+ years,PA,689
CUST046557,36,43615.0,10+ years,MA,624
CUST046558,21,18088.0,2 years,MD,688
CUST046559,29,19878.0,,CA,713
CUST046560,61,68797.0,10+ years,MD,664
CUST046561,44,76973.0,6 years,NJ,647
CUST046562,21,37956.0,< 1 year,NY,-1
CUST046563,52,,10+ years,md,730
CUST046564,24,29765.0,< 1 year,WI,758
CUST046565,48,30887.0,10+ years,IN,707
CUST046566,53,67436.0,10+ years,,606
CUST046567,39,60399.0,2 years,MI,707
CUST046568,26,12000.0,3 years,CA,633
CUST046569,29,40243.0,7 years,PA,686
CUST046570,45,76535.0,10+ years,TX,719
CUST046571,24,12000.0,< 1 year,MI,671
CUST046572,31,38501.0,2 years,TN,684
CUST046573,44,54765.0,10+ years,MD,662
CUST046574,30,,,OH,646
CUST046575,55,"$49,956",10+ years,Florida,723
CUST046576,25,34204.0,3 years,IL,719
CUST046577,21,18952.0,< 1 year,NY,659
CUST046578,28,37060.0,3 years,IN,628
CUST046579,41,"$38,190",10+ years,WA,654
CUST046580,48,57884.0,10+ years,CA,707
CUST046581,33,79194.0,2 years,WA,774
CUST046582,34,17415.0,4 years,IL,695
CUST046583,37,12000.0,10+ years,ny,723
CUST046584,58,71378.0,10+ years,MO,711
CUST046585,42,45344.0,10+ years,TX,681
CUST046586,32,35156.0,7 years,MI,697
CUST046587,62,58597.0,10+ years,IN,646
CUST046588,38,51109.0,10+ years,MI,664
CUST046589,21,46372.0,< 1 year,FL,750
CUST046590,21,14193.0,,GA,655
CUST046591,44,67140.0,10+ years,NJ,663
CUST046592,21,"$29,154",< 1 year,wi,678
CUST046593,43,"$57,624",10+ years,AZ,696
CUST046594,28,35961.0,6 years,AZ,676
CUST046595,52,55469.0,10+ years,MI,659
CUST046596,40,"$57,801",8 years,NJ,766
CUST046597,21,16620.0,< 1 year,wi,757
CUST046598,48,72090.0,10+ years,MD,701
CUST046599,54,81670.0,10+ years,NC,595
CUST046600,22,23183.0,,wa,589
CUST046601,28,"$17,473",7 years,NC,694
CUST046602,44,52288.0,7 years,MI,620
CUST046603,46,71770.0,10+ years,FL,694
CUST046604,66,"$71,510",10+ years,CA,668
CUST046605,48,59364.0,10+ years,IL,751
CUST046606,66,75466.0,10+ years,AZ,9999
CUST046607,38,39601.0,9 years,WA,806
CUST046608,42,74960.0,10+ years,wi,642
CUST046609,31,50789.0,5 years,FL,660
CUST046610,31,"$25,147",2 years,VA,638
CUST046611,39,16122.0,7 years,WI,642
CUST046612,31,43984.0,,VA,667
CUST046613,21,12315.0,2 years,WI,780
CUST046614,29,"$38,324",2 years,CA,693
CUST046615,50,56346.0,10+ years,NY,585
CUST046616,38,64533.0,5 years,MO,590
CUST046617,38,42901.0,7 years,TX,674
CUST046618,28,36616.0,5 years,oh,758
CUST046619,41,"$81,785",6 years,in,645
CUST046620,57,85878.0,10+ years,TN,632
CUST046621,54,"$37,928",10+ years,MO,746
CUST046622,42,45944.0,5 years,MI,794
CUST046623,27,"$24,008",3 years,TN,758
CUST046624,59,79267.0,10+ years,ca,717
CUST046625,50,,10+ years,ny,671
CUST046626,21,"$12,000",< 1 year,VA,709
CUST046627,21,26616.0,< 1 year,MA,619
CUST046628,21,39342.0,< 1 year,,674
CUST046629,32,35935.0,9 years,GA,662
CUST046630,48,54090.0,10+ years,WA,679
CUST046631,48,56043.0,10+ years,MA,705
CUST046632,42,38766.0,9 years,TX,718
CUST046633,36,39539.0,4 years,OH,621
CUST046634,66,74533.0,10+ years,fl,661
CUST046635,38,54429.0,10+ years,TN,715
CUST046636,36,"$60,852",9 years,WI,653
CUST046637,31,48160.0,5 years,CA,756
CUST046638,64,70182.0,10+ years,IN,606
CUST046639,46,26999.0,10+ years,MI,710
CUST046640,25,26366.0,3 years,NY,699
CUST046641,24,38197.0,1 years,,698
CUST046642,21,39587.0,< 1 year,,754
CUST046643,36,39467.0,4 years,IN,627
CUST046644,21,"$16,293",< 1 year,NJ,701
CUST046645,23,12000.0,2 years,WA,688
CUST046646,50,"$72,021",10+ years,IN,600
CUST046647,48,34467.0,8 years,az,687
CUST046648,55,79147.0,10+ years,OH,694
CUST046649,21,"$16,288",< 1 year,MA,811
CUST046650,25,12281.0,4 years,TN,684
CUST046651,30,56711.0,1 years,WI,599
CUST046652,57,49556.0,10+ years,NY,602
CUST046653,38,"$23,840",10+ years,MA,830
CUST046654,59,100236.0,10+ years,CA,541
CUST046655,45,62719.0,10+ years,MO,657
CUST046656,36,49071.0,4 years,MI,713
CUST046657,44,55964.0,10+ years,OH,664
CUST046658,21,14798.0,1 years,OH,685
CUST046659,21,17464.0,< 1 year,MI,781
CUST046660,41,75010.0,10+ years,CA,649
CUST046661,38,"$44,035",7 years,TX,734
CUST046662,61,63093.0,10+ years,PA,651
CUST046663,21,45061.0,< 1 year,MO,667
CUST046664,42,39004.0,10+ years,MI,659
CUST046665,46,62040.0,10+ years,TX,687
CUST046666,42,70931.0,4 years,pa,700
CUST046667,51,58250.0,10+ years,TN,710
CUST046668,30,12000.0,4 years,WI,739
CUST046669,47,69441.0,9 years,MA,747
CUST046670,44,71776.0,10+ years,TN,734
CUST046671,51,"$61,315",10+ years,WI,686
CUST046672,31,"$33,724",7 years,TN,688
CUST046673,23,27145.0,< 1 year,IL,659
CUST046674,30,37184.0,5 years,NJ,628
CUST046675,25,24622.0,2 years,TN,686
CUST046676,31,63388.0,1 years,CA,673
CUST046677,33,"$42,414",5 years,WI,698
CUST046678,27,32487.0,4 years,FL,717
CUST046679,38,57094.0,4 years,CA,692
CUST046680,23,21109.0,< 1 year,MA,629
CUST046681,37,40543.0,7 years,WI,669
CUST046682,32,,2 years,CA,603
CUST046683,36,42418.0,9 years,wa,762
CUST046684,42,61469.0,8 years,TN,733
CUST046685,32,,6 years,az,734
CUST046686,28,"$39,647",4 years,CA,753
CUST046687,30,47906.0,8 years,NY,621
